activity_id,user_id,timestamp,content,post_country,post_region,post_city,device,platform,likes,comments,shares,hour_of_day,day_of_week,is_weekend,has_media,media_type,character_count,hashtag_count,mention_count,contains_url,content_type,is_fake,language
23c2a293-8c48-4fd0-9335-e2ed67b7cbec_21,23c2a293-8c48-4fd0-9335-e2ed67b7cbec,2025-04-03 22:16:00,The DeFi secret that banks don't want you to know! I've helped 100 people make over $50K each! Message me for details 🤫💰,239,19,898,0,3,4,0,0,22,3,0,0,2,120,0,0,0,4,1,1
b1133583-682b-4b2f-b033-faccc3e30509_0,b1133583-682b-4b2f-b033-faccc3e30509,2025-03-31 02:13:00,Congratulations! You've won the LinkedIn monthly user lottery! Claim your $500 prize here: login-support.com,256,25,1537,4,2,0,0,0,2,0,0,0,2,108,0,0,0,9,1,0
412b03bd-ce2a-45c7-ad9c-ee8a03607627_4,412b03bd-ce2a-45c7-ad9c-ee8a03607627,2025-01-05 00:39:00,Just got out of the shower... wish you were here 💦 Check my private page (link in bio),361,154,595,1,1,0,3,0,0,6,1,1,3,86,0,0,0,0,1,2
c614e6d1-79ff-40ac-b7c3-d6c405b47b35_20,c614e6d1-79ff-40ac-b7c3-d6c405b47b35,2025-01-18 12:44:00,Just had an amazing burger at our neighborhood! 🎉,208,84,277,4,2,3,3,3,12,5,1,1,1,49,0,0,0,3,0,0
6cfc0202-2e1d-4cb4-8ce0-a1474cbe78e1_18,6cfc0202-2e1d-4cb4-8ce0-a1474cbe78e1,2025-03-19 16:30:00,ATTENTION! NFT is about to 🚀 5x in the next a few weeks! DM me for the insider info!,417,160,1560,3,2,2,3,0,16,2,0,0,2,84,0,0,0,4,1,0
03d309ec-8d2b-41a2-aa5f-af5cbc74d763_9,03d309ec-8d2b-41a2-aa5f-af5cbc74d763,2022-12-01 14:46:00,Check out our new feature now available! Link in bio.,225,7,1059,5,0,5,2,2,14,3,0,1,3,53,0,0,0,6,0,3
8a06283c-0212-4345-b6c7-7a6fab935f95_2,8a06283c-0212-4345-b6c7-7a6fab935f95,2025-01-26 22:48:00,I'm so lonely tonight... Anyone want to keep me company? 😘 Check my profile for more...,160,34,189,1,1,9,0,0,22,6,1,0,2,87,0,0,0,0,1,4
dde7d026-57b7-48ef-acce-6bd6fcf4b3a5_5,dde7d026-57b7-48ef-acce-6bd6fcf4b3a5,2025-03-22 15:06:00,Need recommendations for hiking trails in the beach! Help a friend out.,101,142,25,5,0,10,12,3,15,5,1,0,2,71,0,0,0,2,0,3
6fa5c2a3-26f3-4385-a172-911dabc43de8_28,6fa5c2a3-26f3-4385-a172-911dabc43de8,2025-04-07 01:52:00,"BREAKING: New Web3 mining strategy generating $10,000K daily! Only sharing with the next 10 people who DM me! #cryptomillionaire",257,64,405,1,2,0,0,0,1,0,0,1,1,128,1,0,0,4,1,0
97e7c370-c489-46f7-94c1-e43475c7adeb_19,97e7c370-c489-46f7-94c1-e43475c7adeb,2020-05-29 09:15:00,We're hiring! Looking for a talented Marketing Manager to join our team.,84,110,686,0,0,41,1,0,9,4,0,1,1,72,0,0,0,6,0,4
51a416fa-43a2-429a-8f34-3960474d9d28_3,51a416fa-43a2-429a-8f34-3960474d9d28,2025-03-16 12:04:00,Financial freedom achieved! Made $10K last month with trading master's secret trading system. Link in bio 💰📈,211,153,1573,0,3,5,0,0,12,6,1,1,3,108,0,0,0,4,1,4
9c0fbb84-6cae-4610-919a-701bbb70bb7b_27,9c0fbb84-6cae-4610-919a-701bbb70bb7b,2025-04-03 00:07:00,ATTENTION! trading is about to 🚀 2x in the next forever! DM me for the insider info!,92,39,13,0,3,4,2,0,0,3,0,0,2,84,0,0,0,4,1,6
8b626f5d-02e8-4f0e-bd8a-1bf44be4054a_2,8b626f5d-02e8-4f0e-bd8a-1bf44be4054a,2025-04-09 01:20:00,ATTENTION! trading is about to 🚀 10x in the next forever! DM me for the insider info!,514,121,1574,2,3,4,0,0,1,2,0,1,1,85,0,0,0,4,1,0
e53c5fd4-9549-4bd9-b6bf-d398c037c91c_12,e53c5fd4-9549-4bd9-b6bf-d398c037c91c,2025-03-06 03:25:00,Nothing to do tonight... maybe you can entertain me? 😘 My private page has all my content (link in bio) 🔥,351,57,1039,1,2,1,0,0,3,3,0,1,0,105,0,0,0,0,1,1
7636bf05-1641-412d-a822-75e411e7cbce_12,7636bf05-1641-412d-a822-75e411e7cbce,2025-04-04 10:48:00,Congratulations! You've been selected for a special Instagram feature! Verify at security-check.site,89,0,1575,5,0,1,0,0,10,4,0,0,2,100,0,0,0,9,1,1
7778d636-2ebc-418f-9926-290a78af3e89_9,7778d636-2ebc-418f-9926-290a78af3e89,2025-04-08 11:39:00,BREAKING: New crypto mining strategy generating $10K daily! Only sharing with the next 5 people who DM me! #cryptomillionaire,239,117,391,1,2,0,1,0,11,1,0,1,1,125,1,0,0,4,1,1
b9947373-5668-4b3c-8bcc-3c260b8056c0_13,b9947373-5668-4b3c-8bcc-3c260b8056c0,2025-03-04 09:39:00,Just had an amazing ramen at our schools! 🙌,515,148,1576,3,2,11,2,0,9,1,0,0,2,43,0,0,0,3,0,2
0ad151fa-a755-465e-98f4-966016941ce0_5,0ad151fa-a755-465e-98f4-966016941ce0,2023-12-31 18:27:00,Feeling motivated after meal prepping. Anyone else?,178,153,1577,5,3,73,2,5,18,6,1,0,2,51,0,0,0,2,0,0
92f70d6e-7db3-4147-a7f3-3ecedaa6f995_16,92f70d6e-7db3-4147-a7f3-3ecedaa6f995,2025-04-04 14:20:00,The Ethereum secret that banks don't want you to know! I've helped 100 people make over $100K each! Message me for details 🤫💰,102,51,346,0,3,2,1,0,14,4,0,1,1,125,0,0,0,4,1,5
35aafb39-89d2-445d-ae14-4696c81a937a_0,35aafb39-89d2-445d-ae14-4696c81a937a,2022-09-01 20:24:00,Can't believe it's been a month since graduation! Time flies.,516,94,1578,3,1,2,1,0,20,3,0,0,2,61,0,0,0,3,0,0
7648845e-df8a-421d-920b-ce8320304ad4_14,7648845e-df8a-421d-920b-ce8320304ad4,2025-02-18 06:19:00,them don't belong in our neighborhood! They refuse to integrate and respect our values! #truth,425,6,513,2,3,1,3,0,6,1,0,0,2,94,1,0,0,8,1,0
020f2944-6587-43e5-ae9e-812128f4acaf_0,020f2944-6587-43e5-ae9e-812128f4acaf,2024-12-23 02:36:00,Guess what I'm wearing right now? 😉 Find out on my private page... link in bio 👀,382,110,1256,4,1,8,1,0,2,0,0,1,0,80,0,0,0,0,1,0
60699952-9367-48dc-9066-c463697c11e0_9,60699952-9367-48dc-9066-c463697c11e0,2022-01-05 14:15:00,What does everyone think about the new movie everyone is talking about? I'm curious to hear opinions.,158,110,1109,3,2,10,10,4,14,2,0,1,0,101,0,0,0,2,0,0
1e56fa38-a534-4ef4-8851-6c8d46f91143_19,1e56fa38-a534-4ef4-8851-6c8d46f91143,2025-03-28 13:58:00,Why do those people always get special treatment? Real citizens are suffering!,1,21,477,0,0,9,4,1,13,4,0,0,2,78,0,0,0,8,1,3
687a8b79-da9b-4019-a5a8-167d5ebf9c5b_3,687a8b79-da9b-4019-a5a8-167d5ebf9c5b,2020-10-21 14:12:00,This skincare product is surprisingly good! Worth every penny. #recommendation,135,53,1579,3,1,14,5,0,14,2,0,0,2,78,1,0,0,2,0,0
f0be8933-c44b-4272-8ca5-c25031249b77_2,f0be8933-c44b-4272-8ca5-c25031249b77,2024-06-19 18:08:00,Need recommendations for coffee shops in the mountains! Help a friend out.,302,40,1580,3,1,13,13,5,18,2,0,1,1,74,0,0,0,2,0,3
5489c3d0-726c-460f-a450-dd135b745c1a_17,5489c3d0-726c-460f-a450-dd135b745c1a,2024-04-12 15:56:00,What does everyone think about the new movie everyone is talking about? I'm curious to hear opinions.,348,57,1581,3,1,8,1,7,15,4,0,1,0,101,0,0,0,2,0,0
10440cbf-92c0-474e-9189-69b524b56be5_11,10440cbf-92c0-474e-9189-69b524b56be5,2025-03-21 17:12:00,those people don't belong in our city! They refuse to integrate and respect our values! #truth,517,39,1582,5,3,64,0,2,17,4,0,1,1,94,1,0,0,8,1,2
7f0e290c-4bdf-4755-a4d1-4cb60be8c195_9,7f0e290c-4bdf-4755-a4d1-4cb60be8c195,2024-08-29 17:03:00,Just finished this collaboration after two years! What do you think? #hobby #reading,503,82,1583,0,0,7,2,3,17,3,0,1,0,84,2,0,0,11,0,0
25b789d2-af59-4ac8-b2dd-8f97be5eb59e_2,25b789d2-af59-4ac8-b2dd-8f97be5eb59e,2025-03-06 20:27:00,Your TikTok account will be deleted in 24 hours due to violations. Appeal here: account-verify.net,459,3,1584,5,3,36,0,0,20,3,0,1,1,98,0,0,0,9,1,1
08b870a6-89ac-493c-95fe-95f08d4c1b07_25,08b870a6-89ac-493c-95fe-95f08d4c1b07,2022-07-25 17:25:00,What does everyone think about that viral video? I'm curious to hear opinions.,230,18,1585,4,2,3,2,3,17,0,0,1,4,78,0,0,0,2,0,5
6fdf4aec-ec4a-4116-a13e-2ca4296ee254_36,6fdf4aec-ec4a-4116-a13e-2ca4296ee254,2025-04-09 12:20:00,"Financial freedom achieved! Made $10,000K last month with crypto guru's secret NFT system. Link in bio 💰📈",518,95,1586,3,1,2,1,0,12,2,0,1,3,105,0,0,0,4,1,0
4d82b17c-251d-4d8a-ba14-026ec5d12707_5,4d82b17c-251d-4d8a-ba14-026ec5d12707,2023-05-19 12:34:00,Important update regarding local initiatives. Please read and share.,93,52,1587,0,0,13,7,2,12,4,0,0,2,68,0,0,0,7,0,2
5db93e81-fafe-4037-b2fb-bccb22d3c81c_9,5db93e81-fafe-4037-b2fb-bccb22d3c81c,2025-03-20 20:30:00,I can't believe this works! Made $10 from home in just forever! See how: securelogin.info/auth #workfromhome,407,22,887,5,0,1,0,0,20,3,0,0,2,108,1,0,0,1,1,3
3fa0cf47-128b-4ebb-839b-9604d2f0b1ba_9,3fa0cf47-128b-4ebb-839b-9604d2f0b1ba,2024-12-05 05:46:00,So excited to announce my new project! Can't wait for you all to see it. 🎉,39,34,44,5,0,36,5,7,5,3,0,0,2,74,0,0,0,5,1,0
33c1195a-5176-44fd-8647-a44d7e503dd3_8,33c1195a-5176-44fd-8647-a44d7e503dd3,2025-04-09 19:40:00,We've updated our terms of service. All users must re-authenticate by next Monday to continue using Instagram: login-support.com,39,10,93,4,2,3,0,0,19,2,0,1,1,128,0,0,0,9,1,0
240bf5bb-0db4-41dd-a378-eea2c420e05c_24,240bf5bb-0db4-41dd-a378-eea2c420e05c,2025-03-25 20:12:00,I can't believe this works! Made $100 from home in just two years! See how: account-verify.net #workfromhome,519,153,1588,4,1,1,0,0,20,1,0,0,2,108,1,0,0,1,1,5
e14b2439-5fb2-407e-953f-8724dfbb1970_2,e14b2439-5fb2-407e-953f-8724dfbb1970,2025-03-24 16:53:00,Congratulations! You've been selected for a special TikTok feature! Verify at securelogin.info/auth,133,151,1589,4,2,0,0,0,16,0,0,1,1,99,0,0,0,9,1,0
451dfd8f-5bc1-4fbb-acc6-1f04a92c27d6_11,451dfd8f-5bc1-4fbb-acc6-1f04a92c27d6,2025-03-19 18:15:00,URGENT: Suspicious login detected on your account from our schools. Secure it now: login-support.com,113,66,397,4,2,3,1,0,18,2,0,0,2,100,0,0,0,9,1,0
706e2b12-2781-4693-abaf-148ce3a3b9b6_27,706e2b12-2781-4693-abaf-148ce3a3b9b6,2024-10-07 18:25:00,What does everyone think about the latest tech release? I'm curious to hear opinions.,382,12,1382,4,2,16,2,3,18,0,0,1,0,85,0,0,0,2,0,6
63b5aac1-1e63-480d-b96e-15a6b0075c35_22,63b5aac1-1e63-480d-b96e-15a6b0075c35,2025-03-28 17:54:00,"Financial freedom achieved! Made $1,000K last month with trading master's secret Web3 system. Link in bio 💰📈",255,157,1590,4,1,10,1,0,17,4,0,1,3,108,0,0,0,4,1,0
66eeaad5-e9bf-47b1-afb4-41dc114d6a3a_15,66eeaad5-e9bf-47b1-afb4-41dc114d6a3a,2023-10-08 18:23:00,Feeling inspired after going to the gym. Anyone else?,156,6,1591,3,2,18,4,2,18,6,1,1,0,53,0,0,0,2,0,6
ac2071f7-f5de-4153-8e37-b5c91ae4d054_18,ac2071f7-f5de-4153-8e37-b5c91ae4d054,2023-06-14 13:03:00,Reminder: Riverside Community meeting this Monday at a month. All welcome!,114,83,1592,2,0,45,5,2,13,2,0,1,1,74,0,0,0,7,0,0
f42ee769-6c15-48be-93a2-43a6b6a97615_6,f42ee769-6c15-48be-93a2-43a6b6a97615,2024-01-29 18:01:00,Community poll: What type of social gatherings would you like to see next month?,142,41,1593,5,0,9,8,4,18,0,0,0,2,80,0,0,0,7,0,4
0f617b44-5c3b-460c-8916-d0a01c8ed803_7,0f617b44-5c3b-460c-8916-d0a01c8ed803,2025-03-06 01:12:00,Financial freedom achieved! Made $50K last month with finance expert's secret Bitcoin system. Link in bio 💰📈,334,114,1046,2,0,0,0,0,1,3,0,0,2,108,0,0,0,4,1,0
b636d9a6-f1ba-499e-a477-000a12c3d17b_2,b636d9a6-f1ba-499e-a477-000a12c3d17b,2025-02-28 15:25:00,FACT: those people are responsible for the rise in housing prices in our country! Research it yourself!,293,5,1594,1,1,26,4,1,15,4,0,0,2,103,0,0,0,8,1,3
2ab256c5-0d3b-442d-98c3-0f59333889be_23,2ab256c5-0d3b-442d-98c3-0f59333889be,2025-03-22 20:07:00,This investment opportunity is changing lives! Turn $1000 into $10000 in forever! security-check.site,460,129,1595,3,1,2,0,0,20,5,1,0,2,101,0,0,0,1,1,4
e0409da0-97af-435e-beec-aa74ba077011_2,e0409da0-97af-435e-beec-aa74ba077011,2025-03-11 06:02:00,BREAKING: New Bitcoin mining strategy generating $10K daily! Only sharing with the next 50 people who DM me! #cryptomillionaire,6,9,1596,0,0,13,0,0,6,1,0,0,2,127,1,0,0,4,1,1
b65904c2-10d3-4eb5-ad24-46e9d0dfd100_4,b65904c2-10d3-4eb5-ad24-46e9d0dfd100,2025-03-11 00:09:00,"BREAKING: New DeFi mining strategy generating $1,000K daily! Only sharing with the next 100 people who DM me! #cryptomillionaire",75,139,1597,5,3,1,0,0,0,1,0,1,1,128,1,0,0,4,1,2
3e6cf767-a275-45a1-8015-32dc994678fe_18,3e6cf767-a275-45a1-8015-32dc994678fe,2025-04-04 05:56:00,🚀 Just made $100K in forever with this new Web3 strategy! DM me to learn how! 💰,13,20,210,5,3,0,1,0,5,4,0,0,2,79,0,0,0,4,1,4
75d59401-e3b3-4abb-a328-a5ed4154ed9a_16,75d59401-e3b3-4abb-a328-a5ed4154ed9a,2019-12-12 09:25:00,BREAKING: international summit reported in the park. More details to follow.,256,73,1598,2,0,22,0,3,9,3,0,1,1,76,0,0,0,10,0,0
5e7eed8f-1b47-4f09-a102-c67323290b09_16,5e7eed8f-1b47-4f09-a102-c67323290b09,2025-04-02 23:52:00,ATTENTION! altcoin is about to 🚀 10x in the next a few weeks! DM me for the insider info!,221,35,308,4,1,2,0,0,23,2,0,0,2,89,0,0,0,4,1,2
ab14613f-61d5-4f0c-bb49-aa8819582e07_17,ab14613f-61d5-4f0c-bb49-aa8819582e07,2021-11-21 19:47:00,Need recommendations for coffee shops in the mountains! Help a friend out.,67,112,399,4,1,34,3,2,19,6,1,0,2,74,0,0,0,2,0,3
5cb1efc6-7b9f-4861-99e3-d9c9cddfcc03_19,5cb1efc6-7b9f-4861-99e3-d9c9cddfcc03,2023-11-09 14:53:00,Highlight of my day was definitely catching up with an old friend. 🌈,273,25,1599,4,1,19,3,0,14,3,0,1,1,68,0,0,0,2,0,1
b2711664-a43c-4e7d-9345-ffee237401b4_5,b2711664-a43c-4e7d-9345-ffee237401b4,2025-02-09 22:49:00,Looking for some fun tonight... who's available? 😈 DM me or follow my link,66,53,1600,3,1,3,0,0,22,6,1,1,0,74,0,0,0,0,1,4
1c9adcd2-e43a-4a9c-9190-e3621bf77efd_26,1c9adcd2-e43a-4a9c-9190-e3621bf77efd,2022-11-14 16:57:00,Finally got around to going to the gym after putting it off forever! 💯,142,30,825,4,1,11,11,1,16,0,0,1,1,70,0,0,0,2,0,2
8137e7ef-e358-4280-957a-fc3f7952bb81_4,8137e7ef-e358-4280-957a-fc3f7952bb81,2025-03-20 11:50:00,BREAKING: New NFT mining strategy generating $100K daily! Only sharing with the next 20 people who DM me! #cryptomillionaire,211,49,1601,0,0,13,1,0,11,3,0,1,1,124,1,0,0,4,1,5
596caadc-7978-46f8-866d-730f7c7e4b62_14,596caadc-7978-46f8-866d-730f7c7e4b62,2024-09-12 13:16:00,What does everyone think about that viral video? I'm curious to hear opinions.,21,111,971,4,1,19,4,1,13,3,0,0,2,78,0,0,0,2,0,1
63888a05-42f2-4ce6-a6f1-f3383f29ff81_7,63888a05-42f2-4ce6-a6f1-f3383f29ff81,2025-04-09 03:12:00,We've updated our terms of service. All users must re-authenticate by 48 hours to continue using LinkedIn: login-support.com,517,25,1602,2,0,7,0,0,3,2,0,0,2,124,0,0,0,9,1,5
280b9682-f35c-4cf6-8ecf-83fb2f871d39_0,280b9682-f35c-4cf6-8ecf-83fb2f871d39,2022-05-19 16:27:00,Join us this Friday for our special event on fitness!,175,127,1603,2,3,7,7,0,16,3,0,1,1,53,0,0,0,6,0,5
4d0f3b1e-d67f-47aa-840c-f6aa667f4b99_15,4d0f3b1e-d67f-47aa-840c-f6aa667f4b99,2022-10-06 13:16:00,"Meet our team member Emily, our amazing developer!",280,12,614,0,3,5,2,3,13,3,0,1,1,50,0,0,0,6,0,2
dcf6a957-9e8b-4340-87ca-82ce79fd2020_6,dcf6a957-9e8b-4340-87ca-82ce79fd2020,2025-03-26 00:10:00,Doctors are furious about this new weight loss trick! Lose 25 pounds without diet or exercise: account-verify.net,446,7,1467,0,0,1,0,0,0,2,0,0,2,113,0,0,0,1,1,0
c67c3af5-a388-4ac9-8269-f916cac982fe_24,c67c3af5-a388-4ac9-8269-f916cac982fe,2025-03-26 04:00:00,My Web3 investment just paid off BIG TIME! $500K in pure profit! Want to know my secret? Drop a 'YES' below! 💎🙌,82,161,1604,2,0,0,0,0,4,2,0,1,0,111,0,0,0,4,1,0
e27d2525-33da-4d40-9c78-63fef50fc1ba_13,e27d2525-33da-4d40-9c78-63fef50fc1ba,2024-04-01 19:53:00,Can't believe it's been a week since party! Time flies.,214,89,1556,3,1,0,2,0,19,0,0,1,1,55,0,0,0,3,0,3
6f5c7c60-4427-46fe-91e8-77e7998a6964_7,6f5c7c60-4427-46fe-91e8-77e7998a6964,2025-03-11 11:58:00,ATTENTION! crypto is about to 🚀 100x in the next so long! DM me for the insider info!,302,22,1605,4,1,1,0,0,11,1,0,0,2,85,0,0,0,4,1,5
edb9c428-b8fc-4c17-afc9-d7ee78175e63_19,edb9c428-b8fc-4c17-afc9-d7ee78175e63,2025-02-05 22:49:00,Just had an amazing salad at this nation! 😊,258,23,1419,4,1,3,0,1,22,2,0,0,2,43,0,0,0,3,0,3
173b9c75-af24-4a49-93ce-c968351fda2c_9,173b9c75-af24-4a49-93ce-c968351fda2c,2025-03-27 03:30:00,I'm so lonely tonight... Anyone want to keep me company? 😘 Check my profile for more...,375,25,744,0,3,1,0,0,3,3,0,1,0,87,0,0,0,0,1,0
4d74c77a-2a29-4c80-b365-773ad92488a2_13,4d74c77a-2a29-4c80-b365-773ad92488a2,2024-05-21 09:52:00,Just had an amazing curry at our neighborhood! 💫,282,25,1606,0,3,3,5,1,9,1,0,0,2,48,0,0,0,3,0,6
908a9858-ca13-4feb-adc8-e852cbbeae77_0,908a9858-ca13-4feb-adc8-e852cbbeae77,2021-07-21 21:02:00,Beautiful day at downtown! #nature #photography 💯,275,141,1607,3,1,2,3,1,21,2,0,1,1,49,2,0,0,3,0,4
0d14049f-76bc-4950-90b8-80cb8a6de7f8_2,0d14049f-76bc-4950-90b8-80cb8a6de7f8,2024-09-04 17:13:00,Just had an amazing pizza at our country! 🎉,421,79,1608,3,1,49,2,1,17,2,0,0,2,43,0,0,0,3,0,2
92313c8e-eb96-4441-900e-1ab8dac619aa_0,92313c8e-eb96-4441-900e-1ab8dac619aa,2025-03-28 12:16:00,Congratulations! You've won the Instagram monthly user lottery! Claim your $500 prize here: security-check.site,280,130,1609,5,0,5,0,0,12,4,0,1,1,111,0,0,0,9,1,5
38245b5d-b963-4aed-a594-aa97a4f35ab7_40,38245b5d-b963-4aed-a594-aa97a4f35ab7,2022-09-27 23:48:00,Need recommendations for coffee shops in this hidden spot! Help a friend out.,17,84,720,3,2,33,7,0,23,1,0,1,1,77,0,0,0,2,0,4
5e3055ff-5162-4fe2-8a02-4c677dbe2e24_14,5e3055ff-5162-4fe2-8a02-4c677dbe2e24,2025-03-18 13:08:00,Doctors are furious about this new weight loss trick! Lose 50 pounds without diet or exercise: account-verify.net,516,22,1610,3,2,0,0,0,13,1,0,1,1,113,0,0,0,1,1,6
4c53140b-36e4-40f4-94fd-637e91a64d86_4,4c53140b-36e4-40f4-94fd-637e91a64d86,2024-08-18 18:34:00,Finally mastered a new painting style today! Been trying for a decade. #knitting,177,8,872,0,0,40,15,3,18,6,1,1,1,80,1,0,0,11,0,0
e85d2133-715b-4fe9-90cf-2895d51225a3_22,e85d2133-715b-4fe9-90cf-2895d51225a3,2025-03-05 00:07:00,BREAKING: New Bitcoin mining strategy generating $500K daily! Only sharing with the next 50 people who DM me! #cryptomillionaire,274,33,958,1,2,0,0,0,0,2,0,1,1,128,1,0,0,4,1,0
a2c30545-206a-4df8-a6a7-1c6a55b7b735_21,a2c30545-206a-4df8-a6a7-1c6a55b7b735,2023-01-06 16:57:00,Join us this weekend for our special event on technology!,505,74,1611,2,0,3,0,4,16,4,0,1,1,57,0,0,0,6,0,4
19b6326d-7844-4d4c-afd8-665c88b7f31b_4,19b6326d-7844-4d4c-afd8-665c88b7f31b,2025-03-12 00:00:00,Financial freedom achieved! Made $10K last month with Wall Street insider's secret trading system. Link in bio 💰📈,35,123,883,4,1,6,1,0,0,2,0,0,2,113,0,0,0,4,1,5
c9ea45f9-545d-4f44-a70f-786fdd5c0c82_19,c9ea45f9-545d-4f44-a70f-786fdd5c0c82,2025-04-08 00:27:00,Just got out of the shower... wish you were here 💦 Check my private page (link in bio),1,34,294,4,1,1,0,0,0,1,0,1,3,86,0,0,0,0,1,5
65bca510-3e26-42b6-8282-d74dd3c95b70_8,65bca510-3e26-42b6-8282-d74dd3c95b70,2025-03-27 15:10:00,"🚀 Just made $10,000K in a decade with this new Web3 strategy! DM me to learn how! 💰",25,21,93,5,0,29,2,0,15,3,0,1,1,83,0,0,0,4,1,2
38953ee5-36b1-4d16-a8db-f959ada0b3b0_33,38953ee5-36b1-4d16-a8db-f959ada0b3b0,2024-04-25 18:25:00,What does everyone think about the new movie everyone is talking about? I'm curious to hear opinions.,170,78,548,4,1,19,6,0,18,3,0,1,0,101,0,0,0,2,0,6
1453d8f6-0cf9-4611-84d7-e091efb07701_13,1453d8f6-0cf9-4611-84d7-e091efb07701,2025-04-07 22:13:00,Nothing to do tonight... maybe you can entertain me? 😘 My private page has all my content (link in bio) 🔥,21,106,294,3,2,3,0,0,22,0,0,1,0,105,0,0,0,0,1,1
3b4cd24e-68b9-45a7-945a-08dc76060514_12,3b4cd24e-68b9-45a7-945a-08dc76060514,2025-03-20 21:12:00,Your Pinterest account will be deleted in 24 hours due to violations. Appeal here: login-support.com,260,11,399,2,3,3,1,0,21,3,0,1,1,100,0,0,0,9,1,0
d33f3c03-9ef3-4b77-a484-8c73331b0b88_10,d33f3c03-9ef3-4b77-a484-8c73331b0b88,2025-03-12 17:15:00,SHOCKING: What athlete did after getting fired will amaze you! bit.ly/verify-now #celebrity #news,280,12,162,1,1,0,0,0,17,2,0,1,1,97,2,0,1,1,1,0
c94deee6-8427-4265-92f7-1a1edd741335_0,c94deee6-8427-4265-92f7-1a1edd741335,2024-01-13 12:00:00,Join us this weekend for our special event on climate change!,295,112,1082,2,0,8,4,2,12,5,1,1,1,61,0,0,0,6,0,4
15a05558-522e-4cd2-9940-79cbb771f45e_15,15a05558-522e-4cd2-9940-79cbb771f45e,2021-06-24 16:16:00,BREAKING: major policy change reported in the river. More details to follow.,303,130,1612,5,0,60,13,1,16,3,0,1,1,76,0,0,0,10,0,1
e85c2a23-f0f0-4b0d-b4ed-5c5ffd921f94_34,e85c2a23-f0f0-4b0d-b4ed-5c5ffd921f94,2022-05-23 13:10:00,Just posted a new video on my profile! Check it out 😊,206,81,1613,3,1,22,4,0,13,0,0,1,4,53,0,0,0,2,0,3
88705981-57ea-48cd-be12-92793a03d080_6,88705981-57ea-48cd-be12-92793a03d080,2025-03-18 12:00:00,"Check out this weight loss method that helped me lose 5,000 pounds in just 6 months! login-support.com #weightloss",61,27,1404,2,0,0,0,0,12,1,0,0,2,114,1,0,0,1,1,0
0aca494f-04f9-44e8-a02b-f89a4319eedf_7,0aca494f-04f9-44e8-a02b-f89a4319eedf,2025-01-12 13:33:00,FACT: politicians are responsible for the rise in unemployment in our community! Research it yourself!,167,30,569,0,0,3,1,0,13,6,1,0,2,102,0,0,0,8,1,1
920dcdac-c260-4806-8c7f-70da6d7e0986_16,920dcdac-c260-4806-8c7f-70da6d7e0986,2025-03-27 00:06:00,I can't believe this works! Made $10 from home in just 6 months! See how: bit.ly/verify-now #workfromhome,116,136,1614,4,1,0,0,0,0,3,0,1,1,105,1,0,1,1,1,2
41a57eab-ce86-4314-8e14-2a7ecfce0fb2_7,41a57eab-ce86-4314-8e14-2a7ecfce0fb2,2023-02-23 18:10:00,My thoughts on politics: I'm surprisingly impressed. What do you think?,69,87,161,4,1,4,6,1,18,3,0,1,0,71,0,0,0,2,0,3
f3dbe2ba-b9d0-4ba2-a094-1598c341264c_14,f3dbe2ba-b9d0-4ba2-a094-1598c341264c,2024-03-11 13:40:00,We're excited to announce our partnership with TechStart!,102,132,982,2,3,2,7,1,13,0,0,0,2,57,0,0,0,6,0,3
b719c6d9-653e-4fda-9939-79b8e2ca1a24_22,b719c6d9-653e-4fda-9939-79b8e2ca1a24,2025-03-26 22:28:00,Guess what I'm wearing right now? 😉 Find out on my private page... link in bio 👀,304,131,758,2,3,0,1,0,22,2,0,1,0,80,0,0,0,0,1,3
288eb0b7-55ac-4f8d-a00f-3a8bb63df259_4,288eb0b7-55ac-4f8d-a00f-3a8bb63df259,2024-02-04 21:08:00,Just finished this program after a week! What do you think? #hobby #knitting,186,5,1615,1,1,32,4,2,21,6,1,1,0,76,2,0,0,11,0,3
2de948f3-2f02-4784-98f9-c2af8a25c7df_32,2de948f3-2f02-4784-98f9-c2af8a25c7df,2024-11-19 09:08:00,Important update regarding community resources. Please read and share.,142,75,1616,3,1,74,8,5,9,1,0,0,2,70,0,0,0,7,0,0
ccf5465e-67f9-4de3-bac7-600da73e0251_8,ccf5465e-67f9-4de3-bac7-600da73e0251,2025-04-02 00:05:00,⚠️ URGENT: Web3 is about to skyrocket! My team has insider info that it will jump 50x in a decade! DM me now to get in early! 💰💰💰,39,20,93,2,0,0,1,0,0,2,0,1,1,129,0,0,0,4,1,2
b9947373-5668-4b3c-8bcc-3c260b8056c0_16,b9947373-5668-4b3c-8bcc-3c260b8056c0,2025-03-15 22:27:00,Beautiful day at the garden! #nature #photography 🙌,515,148,1576,3,2,5,1,0,22,5,1,1,1,51,2,0,0,3,0,2
24a14b45-7a05-4818-8835-772d46936eb6_5,24a14b45-7a05-4818-8835-772d46936eb6,2025-03-24 12:00:00,BREAKING NEWS: royal family member just revealed their secret to success! Read here: account-verify.net,3,23,1617,5,0,0,0,0,12,0,0,1,1,103,0,0,0,1,1,1
167c5a1c-43c6-402a-82f0-dd4e7862b8a3_5,167c5a1c-43c6-402a-82f0-dd4e7862b8a3,2023-04-26 17:37:00,Anyone else into reading? Just discovered this new technique and I'm obsessed!,339,103,1618,2,0,88,18,1,17,2,0,0,2,78,0,0,0,11,0,0
